t,h,lon,lat,v,gam,azm,alpha,beta,q
1176.541768,184422.5566,69.78671475,11.70240152,17022.89376,-0.314428958,63.16899816,19.83106775,-41.62514812,69.92743184
1185.212131,183606.8515,70.1504876,11.88402887,16913.37768,-0.3202611502,62.7809777,19.75448845,-41.52987691,69.82441587
1190.928394,183065.8969,70.38847253,12.00445509,16840.30778,-0.3221743223,62.52023411,19.6948707,-41.47947415,69.75534772
1192.366817,182929.6626,70.44812498,12.03484391,16821.82945,-0.3224942778,62.45405865,19.6755128,-41.46683523,69.74113079
1192.366817,182929.6626,70.44812498,12.03484391,16821.82945,-0.3224942778,62.45405865,19.6755128,-41.46683523,69.74113079
1195.927119,182592.6354,70.59536691,12.11020764,16776.01877,-0.3233366743,62.28958651,19.58611959,-41.43303572,69.74920071
1203.370402,181885.437,70.90132692,12.26843537,16680.63681,-0.3283913841,61.94529679,19.31158082,-41.37105474,69.86660085
1212.674095,180983.9891,71.2802154,12.46746331,16561.87782,-0.3400687513,61.51276252,19.09919078,-41.34629554,69.89174351
1221.344459,180121.9604,71.62974043,12.65418215,16449.93085,-0.3493793018,61.10036829,19.04000342,-41.36990613,69.76779832
1227.060722,179546.6858,71.85825697,12.77793968,16375.05898,-0.3531190678,60.82180403,18.98735226,-41.39204051,69.69209496
1228.499145,179401.412,71.91551672,12.8091639,16356.11337,-0.3538928197,60.75097548,18.965467,-41.39666627,69.6812703
1228.499145,179401.412,71.91551672,12.8091639,16356.11337,-0.3538928197,60.75097548,18.965467,-41.39666627,69.6812703
1232.059447,179041.2601,72.05681851,12.88659057,16309.1524,-0.3560001468,60.57483637,18.86867265,-41.4027292,69.70031278
1239.50273,178281.5019,72.350277,13.04910939,16211.34664,-0.3642870234,60.2056287,18.59495938,-41.39127592,69.82874821
1248.806423,177306.4916,72.71337517,13.25346048,16089.2841,-0.379520605,59.74040251,18.39739636,-41.36798255,69.85838036
1257.476787,176371.3846,73.04800746,13.4450999,15973.86385,-0.3901763419,59.29537379,18.34595875,-41.36156273,69.74403367
1263.19305,175748.3512,73.26660354,13.57207977,15896.43435,-0.3932087445,58.99394727,18.31696967,-41.33144262,69.64880457
1264.631473,175591.42,73.32135336,13.60411205,15876.78386,-0.3934523834,58.91713051,18.30924689,-41.31251691,69.62252571
1264.631473,175591.42,73.32135336,13.60411205,15876.78386,-0.3934523834,58.91713051,18.30924689,-41.31251691,69.62252571
1268.191775,175203.8715,73.45641726,13.68353393,15827.97081,-0.393578703,58.72589478,18.22227849,-41.23272459,69.62777607
1275.635057,174394.3112,73.73671998,13.85019638,15726.29631,-0.3970002681,58.32663826,17.94099144,-40.99310705,69.74738677
1284.938751,173377.8967,74.08315393,14.05965982,15598.78652,-0.4013272147,57.82421376,17.82477065,-40.68155346,69.62334249
1293.609115,172438.6209,74.40201955,14.25598067,15477.52672,-0.3955410368,57.34401965,17.77987077,-40.39393218,69.37962523
1299.325378,171836.1375,74.6100924,14.38599288,15396.29451,-0.3866182022,57.02097584,17.77532424,-40.24257747,69.14240872
1300.7638,171687.2212,74.66217925,14.41878016,15375.61323,-0.3833909898,56.93847835,17.81013214,-40.22103188,69.03493482
1300.7638,171687.2212,74.66217925,14.41878016,15375.61323,-0.3833909898,56.93847835,17.81013214,-40.22103188,69.03493482
1303.137335,171445.3539,74.74788302,14.47294573,15341.21618,-0.3768774759,56.80101208,17.80738871,-40.13994138,68.91419734
1308.099524,170954.541,74.92607558,14.58643588,15269.36988,-0.3639622966,56.51413724,17.63175614,-39.84983514,68.82568667
1314.301986,170367.278,75.14694218,14.7287512,15179.52005,-0.3482120098,56.1558151,17.59479497,-39.57344502,68.46955707
1320.082229,169850.0077,75.35089432,14.86182372,15094.54863,-0.3281013197,55.81628653,17.62072277,-39.33603009,68.00674234
1323.89307,169528.908,75.48435074,14.94978712,15038.06987,-0.3129690122,55.59044445,17.59575917,-39.17390139,67.71073173
1324.852019,169450.5971,75.51780722,14.97195001,15023.81401,-0.3090227699,55.53341111,17.60151735,-39.14860981,67.61878244
1324.852019,169450.5971,75.51780722,14.97195001,15023.81401,-0.3090227699,55.53341111,17.60151735,-39.14860981,67.61878244
1327.225554,169261.6628,75.60039635,15.02685474,14988.40656,-0.2987813461,55.39163422,17.60136119,-39.05857271,67.397891
1332.187742,168888.7538,75.77204622,15.14185771,14914.26885,-0.2772426295,55.09502518,17.53428138,-38.78167057,66.97380657
1338.390205,168463.9061,75.98467066,15.28600251,14821.46513,-0.2505673148,54.72419789,17.51261141,-38.50753285,66.31474039
1344.170447,168109.6584,76.18088673,15.42071439,14734.4952,-0.2243388791,54.37658085,17.5223353,-38.24358871,65.60362358
1347.981289,167898.8839,76.30922395,15.50972025,14677.0022,-0.2067706194,54.14694031,17.5140979,-38.06319879,65.11720934
1348.940238,167848.633,76.3413901,15.53214056,14662.52725,-0.202401724,54.08912927,17.51474978,-38.03455437,64.98814445
1348.940238,167848.633,76.3413901,15.53214056,14662.52725,-0.202401724,54.08912927,17.51474978,-38.03455437,64.98814445
1351.313772,167729.0972,76.42078349,15.58767342,14626.68422,-0.1917075028,53.9459194,17.51051602,-37.94341901,64.66823969
1356.275961,167500.4158,76.58574476,15.70394775,14551.86169,-0.17059178,53.64728716,17.47825387,-37.68371111,63.99773677
1362.478423,167251.3076,76.79000255,15.84960075,14458.65013,-0.1472012251,53.27580534,17.46277141,-37.41708525,63.09248926
1368.258666,167051.5256,76.97842927,15.98563446,14371.98632,-0.1278799192,52.93071203,17.47051561,-37.12797528,62.19146465
1372.069508,166935.0893,77.10164359,16.07546582,14314.98762,-0.1164241737,52.70416862,17.4701667,-36.92904138,61.58817038
1373.028456,166907.5288,77.13252261,16.09808803,14300.67162,-0.1137807598,52.64730107,17.46888722,-36.89834609,61.43610022
1373.028456,166907.5288,77.13252261,16.09808803,14300.67162,-0.1137807598,52.64730107,17.46888722,-36.89834609,61.43610022
1375.401991,166842.015,77.20873466,16.15411039,14265.29858,-0.107800855,52.50675996,17.46161766,-36.81052358,61.06186993
1380.364179,166715.5998,77.367068,16.271361,14191.69008,-0.09796382817,52.21460089,17.44350904,-36.56881728,60.27709667
1386.566642,166571.9363,77.56309153,16.41814535,14100.30139,-0.09050720664,51.8523567,17.44124992,-36.29980007,59.27414295
1392.346884,166445.9198,77.74390257,16.55514505,14015.67488,-0.08785169863,51.517385,17.44527961,-35.98771002,58.33924012
1396.157726,166364.1393,77.86213094,16.64556668,13960.18727,-0.08824567071,51.29831011,17.4451188,-35.77280626,57.73233675
1397.116675,166343.4884,77.89175998,16.66833163,13946.26366,-0.08863802972,51.24338026,17.44590676,-35.73783041,57.57999184
1397.116675,166343.4884,77.89175998,16.66833163,13946.26366,-0.08863802972,51.24338026,17.44590676,-35.73783041,57.57999184
